"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX10398817","Illumina NovaSeq 6000 paired end sequencing; E54_5_506","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733534","Pacific oyster","933.73","1","14978061","2995612200","200729_A00902_A_L001_ASWX-1-2","Bisulfite-Seq","GENOMIC","other"
"ERX10398816","Illumina NovaSeq 6000 paired end sequencing; E50_3_400","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733533","Pacific oyster","1242.43","1","19668789","3933757800","200729_A00902_A_L001_ASWX-1-1","Bisulfite-Seq","GENOMIC","other"
"ERX10398815","Illumina NovaSeq 6000 paired end sequencing; I60_8_701","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733532","Pacific oyster","2520.24","1","40700516","8140103200","200703_A00902_B_L002_ASWX-9-8","Bisulfite-Seq","GENOMIC","other"
"ERX10398814","Illumina NovaSeq 6000 paired end sequencing; J26_4_422","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733531","Pacific oyster","2518.61","1","40430470","8086094000","200703_A00902_B_L002_ASWX-9-7","Bisulfite-Seq","GENOMIC","other"
"ERX10398813","Illumina NovaSeq 6000 paired end sequencing; J22_6_557","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733530","Pacific oyster","229.07","1","3703747","740749400","200703_A00902_B_L002_ASWX-9-6","Bisulfite-Seq","GENOMIC","other"
"ERX10398812","Illumina NovaSeq 6000 paired end sequencing; E6_4_475","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733529","Pacific oyster","2700.36","1","44058837","8811767400","200703_A00902_B_L002_ASWX-9-5","Bisulfite-Seq","GENOMIC","other"
"ERX10398811","Illumina NovaSeq 6000 paired end sequencing; I59_8_719","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733528","Pacific oyster","2622.27","1","42381655","8476331000","200703_A00902_B_L002_ASWX-9-4","Bisulfite-Seq","GENOMIC","other"
"ERX10398810","Illumina NovaSeq 6000 paired end sequencing; J60_8_693","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733527","Pacific oyster","3003.67","1","48617898","9723579600","200703_A00902_B_L002_ASWX-9-3","Bisulfite-Seq","GENOMIC","other"
"ERX10398809","Illumina NovaSeq 6000 paired end sequencing; I51_7_675","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733526","Pacific oyster","2208.03","1","35687740","7137548000","200703_A00902_B_L002_ASWX-9-2","Bisulfite-Seq","GENOMIC","other"
"ERX10398808","Illumina NovaSeq 6000 paired end sequencing; J11_8_700","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP145459","Genetic and epigenetic variations underpin rapid adaptation of oyster populations (Crassostrea gigas) to Pacific Oyster Mortality Syndrome (POMS)","ERS14733525","Pacific oyster","2553.35","1","41509360","8301872000","200703_A00902_B_L002_ASWX-9-1","Bisulfite-Seq","GENOMIC","other"
"ERX10150626","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_D01---NEBNext_methyl_i5_D01.BE2A","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364807","Pacific oyster","13606.59","1","136675754","41276077708","NS.1772.004.NEBNext_methyl_i7_D01---NEBNext_methyl_i5_D01.BE2A","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150631","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_H12---NEBNext_methyl_i5_H12.BE1A","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364812","Pacific oyster","9368.89","1","129934698","39240278796","NS.1772.004.NEBNext_methyl_i7_H12---NEBNext_methyl_i5_H12.BE1A","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150630","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_G12---NEBNext_methyl_i5_G12.BE1E","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364811","Pacific oyster","7521.82","1","104352237","31514375574","NS.1772.004.NEBNext_methyl_i7_G12---NEBNext_methyl_i5_G12.BE1E","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150629","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_F12---NEBNext_methyl_i5_F12.BT3D","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364810","Pacific oyster","8773.98","1","121703060","36754324120","NS.1772.004.NEBNext_methyl_i7_F12---NEBNext_methyl_i5_F12.BT3D","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150628","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_E12---NEBNext_methyl_i5_E12.BT3E","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364809","Pacific oyster","8773.63","1","86749190","26198255380","NS.1772.004.NEBNext_methyl_i7_E12---NEBNext_methyl_i5_E12.BT3E","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150627","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_D12---NEBNext_methyl_i5_D12.BT2B","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364808","Pacific oyster","7100.94","1","98465942","29736714484","NS.1772.004.NEBNext_methyl_i7_D12---NEBNext_methyl_i5_D12.BT2B","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150625","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_C12---NEBNext_methyl_i5_C12.BT2A","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364806","Pacific oyster","12462.45","1","124042011","37460687322","NS.1772.004.NEBNext_methyl_i7_C12---NEBNext_methyl_i5_C12.BT2A","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150624","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_C01---NEBNext_methyl_i5_C01.BE3D","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364805","Pacific oyster","9175.16","1","127279130","38438297260","NS.1772.004.NEBNext_methyl_i7_C01---NEBNext_methyl_i5_C01.BE3D","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150623","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_B12---NEBNext_methyl_i5_B12.BT1D","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364804","Pacific oyster","16198.12","1","162448263","49059375426","NS.1772.004.NEBNext_methyl_i7_B12---NEBNext_methyl_i5_B12.BT1D","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150622","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_B01---NEBNext_methyl_i5_B01.BE3A","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364803","Pacific oyster","7256.73","1","71661379","21641736458","NS.1772.004.NEBNext_methyl_i7_B01---NEBNext_methyl_i5_B01.BE3A","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150621","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_A12---NEBNext_methyl_i5_A12.BT1C","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364802","Pacific oyster","7638.14","1","105987586","32008250972","NS.1772.004.NEBNext_methyl_i7_A12---NEBNext_methyl_i5_A12.BT1C","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150620","Illumina NovaSeq 6000 paired end sequencing; NS.1772.004.NEBNext_methyl_i7_A01---NEBNext_methyl_i5_A01.BE2C","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364801","Pacific oyster","13140.7","1","131474544","39705312288","NS.1772.004.NEBNext_methyl_i7_A01---NEBNext_methyl_i5_A01.BE2C","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150619","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_H04---NEBNext_methyl_i5_H04.FE2","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364800","Pacific oyster","8581.1","1","92899213","28055562326","NS.1706.004.NEBNext_methyl_i7_H04---NEBNext_methyl_i5_H04.FE2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150618","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_G04---NEBNext_methyl_i5_G04.FE1","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364799","Pacific oyster","7140.9","1","77086148","23280016696","NS.1706.004.NEBNext_methyl_i7_G04---NEBNext_methyl_i5_G04.FE1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150617","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_F04---NEBNext_methyl_i5_F04.FT6","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364798","Pacific oyster","7793.06","1","84111724","25401740648","NS.1706.004.NEBNext_methyl_i7_F04---NEBNext_methyl_i5_F04.FT6","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150616","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_E04---NEBNext_methyl_i5_E04.FT5","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364797","Pacific oyster","7842.1","1","84913702","25643938004","NS.1706.004.NEBNext_methyl_i7_E04---NEBNext_methyl_i5_E04.FT5","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150615","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_D05---NEBNext_methyl_i5_D05.FE6","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364796","Pacific oyster","8463.13","1","117273904","35416719008","NS.1706.004.NEBNext_methyl_i7_D05---NEBNext_methyl_i5_D05.FE6","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150614","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_D04---NEBNext_methyl_i5_D04.FT1","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364795","Pacific oyster","7863.51","1","108922671","32894646642","NS.1706.004.NEBNext_methyl_i7_D04---NEBNext_methyl_i5_D04.FT1","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150613","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_C05---NEBNext_methyl_i5_C05.FE5","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364794","Pacific oyster","9530.33","1","103490578","31254154556","NS.1706.004.NEBNext_methyl_i7_C05---NEBNext_methyl_i5_C05.FE5","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150612","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_C04---NEBNext_methyl_i5_C04.FT4","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364793","Pacific oyster","8773.31","1","93417878","28212199156","NS.1706.004.NEBNext_methyl_i7_C04---NEBNext_methyl_i5_C04.FT4","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150611","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_B05---NEBNext_methyl_i5_B05.FE4","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364792","Pacific oyster","7021","1","75491417","22798407934","NS.1706.004.NEBNext_methyl_i7_B05---NEBNext_methyl_i5_B05.FE4","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150610","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_B04---NEBNext_methyl_i5_B04.FT3","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364791","Pacific oyster","8894.45","1","94184185","28443623870","NS.1706.004.NEBNext_methyl_i7_B04---NEBNext_methyl_i5_B04.FT3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150609","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_A05---NEBNext_methyl_i5_A05.FE3","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364790","Pacific oyster","7326.25","1","78491837","23704534774","NS.1706.004.NEBNext_methyl_i7_A05---NEBNext_methyl_i5_A05.FE3","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"ERX10150608","Illumina NovaSeq 6000 paired end sequencing; NS.1706.004.NEBNext_methyl_i7_A04---NEBNext_methyl_i5_A04.FT2","Magallana gigas","Illumina NovaSeq 6000","Ifremer","ERP143604","Methylseq of Crassostrea gigas for PESTO project, 2022","ERS14364789","Pacific oyster","9538.62","1","100850601","30456881502","NS.1706.004.NEBNext_methyl_i7_A04---NEBNext_methyl_i5_A04.FT2","Bisulfite-Seq","GENOMIC","RANDOM PCR"
"SRX15119866","WGBS of HH3; soft tissue","Magallana gigas","Illumina NovaSeq 6000","Ocean University of China","SRP373285","Comparative DNA methylome analysis of Crassostrea gigas with contrasted growth performance.","SRS12864003","","8730.56","1","88813928","26644178400","BDLM200001654-1A","Bisulfite-Seq","GENOMIC","PCR"
"SRX15119865","WGBS of HH2; soft tissue","Magallana gigas","Illumina NovaSeq 6000","Ocean University of China","SRP373285","Comparative DNA methylome analysis of Crassostrea gigas with contrasted growth performance.","SRS12864002","","9630.34","1","97421818","29226545400","BDLM200001653-1A","Bisulfite-Seq","GENOMIC","PCR"
"SRX15119864","WGBS of HH1; soft tissue","Magallana gigas","Illumina NovaSeq 6000","Ocean University of China","SRP373285","Comparative DNA methylome analysis of Crassostrea gigas with contrasted growth performance.","SRS12864001","","7273.4","1","75280937","22584281100","BDLM200001727-1A","Bisulfite-Seq","GENOMIC","PCR"
"SRX15119863","WGBS of CC3; soft tissue","Magallana gigas","Illumina NovaSeq 6000","Ocean University of China","SRP373285","Comparative DNA methylome analysis of Crassostrea gigas with contrasted growth performance.","SRS12864000","","8562.79","1","89722924","26916877200","BDLM200001657-1A","Bisulfite-Seq","GENOMIC","PCR"
"SRX15119862","WGBS of CC2; soft tissue","Magallana gigas","Illumina NovaSeq 6000","Ocean University of China","SRP373285","Comparative DNA methylome analysis of Crassostrea gigas with contrasted growth performance.","SRS12863999","","8188.33","1","86410545","25923163500","BDLM200001656-1A","Bisulfite-Seq","GENOMIC","PCR"
"SRX15119861","WGBS of CC1; soft tissue","Magallana gigas","Illumina NovaSeq 6000","Ocean University of China","SRP373285","Comparative DNA methylome analysis of Crassostrea gigas with contrasted growth performance.","SRS12863998","","8572.81","1","90656108","27196832400","BDLM200001655-1A","Bisulfite-Seq","GENOMIC","PCR"
"SRX15097233","ATAC-seq of estarine oyster: muscle","Magallana ariakensis","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP372471","Crassostrea ariakensis Raw sequence reads","SRS12842582","","7973.56","1","80372052","24111615600","BZ02","ATAC-seq","GENOMIC","RANDOM PCR"
"SRX15097232","ATAC-seq of estarine oyster: muscle","Magallana ariakensis","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP372471","Crassostrea ariakensis Raw sequence reads","SRS12842581","","5880.04","1","60255262","18076578600","BZ01","ATAC-seq","GENOMIC","RANDOM PCR"
"SRX15097231","ATAC-seq of estarine oyster: muscle","Magallana ariakensis","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP372471","Crassostrea ariakensis Raw sequence reads","SRS12842580","","6806.59","1","70128156","21038446800","QZ02","ATAC-seq","GENOMIC","RANDOM PCR"
"SRX15097230","ATAC-seq of estarine oyster: muscle","Magallana ariakensis","HiSeq X Ten","Institute of Oceanology, Chinese Academy of Scienc","SRP372471","Crassostrea ariakensis Raw sequence reads","SRS12842579","","7107.41","1","72018792","21605637600","QZ01","ATAC-seq","GENOMIC","RANDOM PCR"
